title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable ocnBgchem.zmicro.tavg-u-hxy-sea.mon.30S-90S (Omon.zmicroos),1613,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1613,mon ocnBgchem CMIP6 UKESM1,zmicro_tavg-u-hxy-sea,mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon concentration from the microzooplankton (<20 um) component alone,longitude latitude time,mon,Surface Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,ocnBgchem,,,30S-90S,mol m-3,CMIP6 CMOR variable,,,ZMI[depth=0] * C_TO_N_RATIO_ZOO * 1e-3,ZMI[depth=0] * C_TO_N_RATIO_ZOO * 1e-3,,mmol m-3
Variable ocnBgchem.zmicro.tavg-ol-hxy-sea.mon.GLB (Omon.zmicro),1612,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1612,mon ocnBgchem CMIP6 UKESM1,zmicro_tavg-ol-hxy-sea,mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from the microzooplankton (<20 um) component alone,longitude latitude olevel time,mon,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,ocnBgchem,,,GLB,mol m-3,CMIP6 CMOR variable,,,ZMI_E3T * C_TO_N_RATIO_ZOO * 1e-3 / thkcello,ZMI_E3T * C_TO_N_RATIO_ZOO * 1e-3 / thkcello,,mmol m-3
Variable ocnBgchem.zmeso.tavg-u-hxy-sea.mon.30S-90S (Omon.zmesoos),1611,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1611,mon ocnBgchem CMIP6 UKESM1,zmeso_tavg-u-hxy-sea,mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon concentration from mesozooplankton (20-200 um) component alone,longitude latitude time,mon,Surface Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,ocnBgchem,,,30S-90S,mol m-3,CMIP6 CMOR variable,,,ZME[depth=0] * C_TO_N_RATIO_ZOO * 1e-3,ZME[depth=0] * C_TO_N_RATIO_ZOO * 1e-3,,mmol m-3
Variable ocnBgchem.zmeso.tavg-ol-hxy-sea.mon.GLB (Omon.zmeso),1610,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1610,mon ocnBgchem CMIP6 UKESM1,zmeso_tavg-ol-hxy-sea,mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from mesozooplankton (20-200 um) component alone,longitude latitude olevel time,mon,Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,ocnBgchem,,,GLB,mol m-3,CMIP6 CMOR variable,,,ZME_E3T * C_TO_N_RATIO_ZOO * 1e-3 / thkcello,ZME_E3T * C_TO_N_RATIO_ZOO * 1e-3 / thkcello,,mmol m-3
Variable ocnBgchem.talk.tavg-ol-hxy-sea.mon.GLB (Omon.talk),1574,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1574,mon ocnBgchem CMIP6 UKESM1,talk_tavg-ol-hxy-sea,sea_water_alkalinity_expressed_as_mole_equivalent,"""comment"" was ""total alkalinity equivalent concentration (including carbonate, nitrogen, silicate, and borate components)"";",area: areacello volume: volcello,area: mean where sea time: mean,"total alkalinity equivalent concentration (including carbonate, borate, phosphorus, silicon, and nitrogen components)",longitude latitude olevel time,mon,Total Alkalinity,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,ALK_E3T * 1e-3 / thkcello,ALK_E3T * 1e-3 / thkcello,,mmol m-3
Variable ocnBgchem.spco2.tavg-u-hxy-sea.mon.GLB (Omon.spco2),1569,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1569,mon ocnBgchem CMIP6 UKESM1,spco2_tavg-u-hxy-sea,surface_partial_pressure_of_carbon_dioxide_in_sea_water,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. The partial pressure of a dissolved gas in sea water is the partial pressure in air with which it would be in equilibrium. The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume. The chemical formula for carbon dioxide is CO2."";",area: areacello,area: mean where sea time: mean,"The surface called ""surface"" means the lower boundary of the atmosphere. The partial pressure of a dissolved gas in sea water is the partial pressure in air with which it would be in equilibrium. The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume. The chemical formula for carbon dioxide is CO2.",longitude latitude time depth0m,mon,Surface Aqueous Partial Pressure of CO2,ocnBgchem,,,GLB,Pa,CMIP6 CMOR variable,,,OCN_PCO2 * 1e-6 * 101325,OCN_PCO2 * 1e-6 * 101325,,uatm
Variable ocnBgchem.si.tavg-d0m-hxy-sea.mon.GLB (Omon.sios),1559,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1559,mon ocnBgchem CMIP6 UKESM1,si_tavg-d0m-hxy-sea,mole_concentration_of_dissolved_inorganic_silicon_in_sea_water,"""comment"" was ""Mole concentration means number of moles per unit volume, also called 'molarity', and is used in the construction 'mole_concentration_of_X_in_Y', where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. 'Dissolved inorganic silicon' means the sum of all inorganic silicon in solution (including silicic acid and its first dissociated anion SiO(OH)3-)."";",area: areacello,area: mean where sea time: mean,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""Dissolved inorganic silicon"" means the sum of all inorganic silicon in solution (including silicic acid and its first dissociated anion SiO(OH)3-).",longitude latitude time,mon,Surface Total Dissolved Inorganic Silicon Concentration,ocnBgchem,,,GLB,mol m-3,CMIP6 CMOR variable,,,SIL_E3T[depth=0] * 1e-3 / thkcello[depth=0],SIL_E3T[depth=0] * 1e-3 / thkcello[depth=0],,mmol m-3
Variable ocnBgchem.si.tavg-ol-hxy-sea.mon.GLB (Omon.si),1558,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1558,mon ocnBgchem CMIP6 UKESM1,si_tavg-ol-hxy-sea,mole_concentration_of_dissolved_inorganic_silicon_in_sea_water,"""comment"" was ""Mole concentration means number of moles per unit volume, also called 'molarity', and is used in the construction 'mole_concentration_of_X_in_Y', where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. 'Dissolved inorganic silicon' means the sum of all inorganic silicon in solution (including silicic acid and its first dissociated anion SiO(OH)3-)."";",area: areacello volume: volcello,area: mean where sea time: mean,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""Dissolved inorganic silicon"" means the sum of all inorganic silicon in solution (including silicic acid and its first dissociated anion SiO(OH)3-).",longitude latitude olevel time,mon,Total Dissolved Inorganic Silicon Concentration,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,SIL_E3T * 1e-3 / thkcello,SIL_E3T * 1e-3 / thkcello,,mmol m-3
Variable ocnBgchem.pp.tavg-d0m-hxy-sea.mon.GLB (Omon.ppos),1545,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1545,mon ocnBgchem CMIP6,pp_tavg-d0m-hxy-sea,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production,,area: areacello,area: mean where sea time: mean,total primary (organic carbon) production by phytoplankton,longitude latitude time depth0m,mon,Primary Carbon Production by Phytoplankton,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3 s-1,CMIP6 CMOR variable,,,,TPP3[depth=0] * C_TO_N_RATIO_PHY * 1e-3 / SECONDS_IN_DAY,,mmol m-3 d-1
Variable ocnBgchem.pp.tavg-ol-hxy-sea.mon.GLB (Omon.pp),1544,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1544,mon ocnBgchem CMIP6 UKESM1,pp_tavg-ol-hxy-sea,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production,,area: areacello volume: volcello,area: mean where sea time: mean,total primary (organic carbon) production by phytoplankton,longitude latitude olevel time,mon,Primary Carbon Production by Phytoplankton,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3 s-1,CMIP6 CMOR variable,,,TPP3 * C_TO_N_RATIO * 1e-3 / SECONDS_IN_DAY,,,mmol m-3 d-1
Variable ocnBgchem.po4.tavg-ol-hxy-sea.mon.GLB (Omon.po4),1543,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1543,mon ocnBgchem CMIP6 UKESM1,po4_tavg-ol-hxy-sea,mole_concentration_of_dissolved_inorganic_phosphorus_in_sea_water,"""comment"" was ""Mole concentration means number of moles per unit volume, also called 'molarity', and is used in the construction 'mole_concentration_of_X_in_Y', where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. 'Dissolved inorganic phosphorus' means the sum of all inorganic phosphorus in solution (including phosphate, hydrogen phosphate, dihydrogen phosphate, and phosphoric acid)."";",area: areacello volume: volcello,area: mean where sea time: mean,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""Dissolved inorganic phosphorus"" means the sum of all inorganic phosphorus in solution (including phosphate, hydrogen phosphate, dihydrogen phosphate, and phosphoric acid).",longitude latitude olevel time,mon,Total Dissolved Inorganic Phosphorus Concentration,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,DIN_E3T * P_TO_N_RATIO * 1e-3 / thkcello,DIN_E3T * P_TO_N_RATIO * 1e-3 / thkcello,,mmol m-3
Variable ocnBgchem.phypico.tavg-d0m-hxy-sea.mon.30S-90S (Omon.phypicoos),1542,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1542,mon ocnBgchem CMIP6 UKESM1,phypico_tavg-d0m-hxy-sea,mole_concentration_of_picophytoplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon concentration from the picophytoplankton (<2 um) component alone,longitude latitude time,mon,Surface Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,ocnBgchem,,,30S-90S,mol m-3,CMIP6 CMOR variable,,,PHN[depth=0] * C_TO_N_RATIO * 1e-3,PHN[depth=0] * C_TO_N_RATIO * 1e-3,,mmol m-3
Variable ocnBgchem.phypico.tavg-ol-hxy-sea.mon.GLB (Omon.phypico),1541,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1541,mon ocnBgchem CMIP6,phypico_tavg-ol-hxy-sea,mole_concentration_of_picophytoplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from the picophytoplankton (<2 um) component alone,longitude latitude olevel time,mon,Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,PHN * C_TO_N_RATIO * 1e-3,PHN * C_TO_N_RATIO * 1e-3,,mmol m-3
Variable ocnBgchem.phymisc.tavg-d0m-hxy-sea.mon.30S-90S (Omon.phymiscos),1540,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1540,mon ocnBgchem CMIP6,phymisc_tavg-d0m-hxy-sea,mole_concentration_of_miscellaneous_phytoplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon concentration from additional phytoplankton component alone,longitude latitude time,mon,Surface Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water,ocnBgchem,,,30S-90S,mol m-3,CMIP6 CMOR variable,,,,,,
Variable ocnBgchem.phymisc.tavg-ol-hxy-sea.mon.GLB (Omon.phymisc),1539,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1539,mon ocnBgchem CMIP6 UKESM1,phymisc_tavg-ol-hxy-sea,mole_concentration_of_miscellaneous_phytoplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from additional phytoplankton component alone,longitude latitude olevel time,mon,Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,PHN_E3T * C_TO_N_RATIO / thkcello,,,mmol m-3
Variable ocnBgchem.phydiaz.tavg-d0m-hxy-sea.mon.30S-90S (Omon.phydiazos),1538,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1538,mon ocnBgchem CMIP6 do-not-produce,phydiazos_tavg-d0m-hxy-sea,mole_concentration_of_diazotrophic_phytoplankton_expressed_as_carbon_in_sea_water,"""standard_name"" was ""mole_concentration_of_diazotrophs_expressed_as_carbon_in_sea_water"";",area: areacello,area: mean where sea time: mean,carbon concentration from the diazotrophic phytoplankton component alone,longitude latitude time,mon,Surface Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,ocnBgchem,,,30S-90S,mol m-3,CMIP6 CMOR variable,,,,,,
Variable ocnBgchem.phydiaz.tavg-ol-hxy-sea.mon.GLB (Omon.phydiaz),1537,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1537,mon ocnBgchem CMIP6 do-not-produce,phydiaz_tavg-ol-hxy-sea,mole_concentration_of_diazotrophic_phytoplankton_expressed_as_carbon_in_sea_water,"""standard_name"" was ""mole_concentration_of_diazotrophs_expressed_as_carbon_in_sea_water"";",area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from the diazotrophic phytoplankton component alone,longitude latitude olevel time,mon,Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,,,,
Variable ocnBgchem.phydiat.tavg-d0m-hxy-sea.mon.30S-90S (Omon.phydiatos),1536,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1536,mon ocnBgchem CMIP6 UKESM1,phydiatos_tavg-d0m-hxy-sea,mole_concentration_of_diatoms_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon from the diatom phytoplankton component concentration alone,longitude latitude time,mon,Surface Mole Concentration of Diatoms Expressed as Carbon in Sea Water,ocnBgchem,,,30S-90S,mol m-3,CMIP6 CMOR variable,,,PHD[depth=0] * C_TO_N_RATIO * 1e-3,PHD[depth=0] * C_TO_N_RATIO * 1e-3,,mmol m-3
Variable ocnBgchem.phydiat.tavg-ol-hxy-sea.mon.GLB (Omon.phydiat),1535,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1535,mon ocnBgchem CMIP6 UKESM1,phydiat_tavg-ol-hxy-sea,mole_concentration_of_diatoms_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon from the diatom phytoplankton component concentration alone,longitude latitude olevel time,mon,Mole Concentration of Diatoms Expressed as Carbon in Sea Water,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,PHD_E3T * C_TO_N_RATIO * 1e-3 / thkcello,PHD_E3T * C_TO_N_RATIO * 1e-3 / thkcello,,mmol m-3
Variable ocnBgchem.phyc.tavg-d0m-hxy-sea.mon.GLB (Omon.phycos),1534,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1534,mon ocnBgchem CMIP6 UKESM1,phyc_tavg-d0m-hxy-sea,mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water,"""comment"" was ""sum of phytoplankton organic carbon component concentrations at the sea surface"";",area: areacello,area: mean where sea time: mean,"sum of phytoplankton carbon component concentrations. In most (all?) cases this is the sum of phycdiat and phycmisc (i.e., ""Diatom Carbon Concentration"" and ""Non-Diatom Phytoplankton Carbon Concentration""",longitude latitude time,mon,Sea Surface Phytoplankton Carbon Concentration,ocnBgchem,,,GLB,mol m-3,CMIP6 CMOR variable,,,(PHN_E3T[depth=0] + PHD_E3T[depth=0]) * C_TO_N_RATIO * 1e-3 / thkcello[depth=0],(PHN_E3T[depth=0] + PHD_E3T[depth=0]) * C_TO_N_RATIO * 1e-3 / thkcello[depth=0],,mmol m-3
Variable ocnBgchem.phycalc.tavg-d0m-hxy-sea.mon.30S-90S (Omon.phycalcos),1533,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1533,mon ocnBgchem CMIP6 do-not-produce,phycalc_tavg-d0m-hxy-sea,mole_concentration_of_calcareous_phytoplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon concentration from calcareous (calcite-producing) phytoplankton component alone,longitude latitude time,mon,Surface Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,ocnBgchem,,,30S-90S,mol m-3,CMIP6 CMOR variable,,,,,,
Variable ocnBgchem.phycalc.tavg-ol-hxy-sea.mon.GLB (Omon.phycalc),1532,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1532,mon ocnBgchem CMIP6 do-not-produce,phycalc_tavg-ol-hxy-sea,mole_concentration_of_calcareous_phytoplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from calcareous (calcite-producing) phytoplankton component alone,longitude latitude olevel time,mon,Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,ocnBgchem,,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. ""Tracer"" concentations should be reported even if they are diagnosed rather than prognostically calculated.",GLB,mol m-3,CMIP6 CMOR variable,,,,,,
