title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable atmos.zfull.ti-al-hxy-u.fx.glb (fx.zfull),1857,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1857,fx atmos CMIP6 do-not-produce,zfull_ti-al-hxy-u,height_above_reference_ellipsoid,"""comment"" was ""Height of full model levels above a reference ellipsoid. A reference ellipsoid is a mathematical figure that approximates the geoid. The geoid is a surface of constant geopotential with which mean sea level would coincide if the ocean were at rest. The ellipsoid is an approximation because the geoid is an irregular shape. A number of reference ellipsoids are defined for use in the field of geodesy. To specify which reference ellipsoid is being used, a grid_mapping variable should be attached to the data variable as described in Chapter 5.6 of the CF Convention."";",area: areacella,area: mean,Provide only if altitude of full model levels is fixed,longitude latitude alevel,fx,Altitude of Model Full-Levels,atmos,,,glb,m,CMIP6 CMOR variable,,,,,,
Variable land.sftlaf.ti-u-hxy-u.fx.glb (fx.sftlaf),1856,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1856,fx land approved,sftlaf_ti-u-hxy-u,area_fraction,Not present,area: areacella,area: mean,Fraction of horizontal land grid cell area occupied by lake.,longitude latitude typelkins,fx,Fraction of the Grid Cell Occupied by Lake,land,,New area type 'lake_and_inland_sea': <https://github.com/cf-convention/vocabularies/issues/65>,glb,%,New,"land_class_area(m01s00i216, m01s00i505, land_class='water')","land_class_area(m01s00i216, m01s00i505, land_class='water')","land_class_area(m01s00i216, m01s00i505, land_class='water')","land_class_area(m01s00i216, m01s00i505, land_class='water')",,%
Variable atmos.sftlf.ti-u-hxy-u.fx.glb (fx.sftlf),1855,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1855,fx atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,sftlf_ti-u-hxy-u,land_area_fraction,"""long_name"" was ""Percentage of the grid cell occupied by land (including lakes)"";",area: areacella,area: mean,Percentage of horizontal area occupied by land.,longitude latitude,fx,Percentage of the Grid Cell Occupied by Land (Including Lakes),atmos,,"For atmospheres with more than 1 mesh (e.g., staggered grids), report areas that apply to surface vertical fluxes of energy.",glb,%,CMIP6 CMOR variable,m01s00i505,m01s00i505,m01s00i505,m01s00i505,,1
Variable land.sftgif.ti-u-hxy-u.fx.glb (fx.sftgif),1854,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1854,fx land CMIP6 UKESM1 HadGEM3-GC31 BCV approved,sftgif_ti-u-hxy-u,land_ice_area_fraction,"""comment"" was ""Percentage of grid cell covered by land ice (ice sheet, ice shelf, ice cap, glacier)"";",area: areacella,area: mean,"fraction of grid cell occupied by ""permanent"" ice (i.e., glaciers).",longitude latitude,fx,Land Ice Area Percentage,land,,"For atmospheres with more than 1 mesh (e.g., staggered grids), report areas that apply to surface vertical fluxes of energy.",glb,%,CMIP6 CMOR variable,"land_class_area(m01s00i216, m01s00i505, land_class='ice')","land_class_area(m01s00i216, m01s00i505, land_class='ice')","land_class_area(m01s00i216, m01s00i505, land_class='iceElev')","land_class_area(m01s00i216, m01s00i505, land_class='iceElev')",,%
Variable land.rootd.ti-u-hxy-lnd.fx.glb (fx.rootd),1853,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1853,fx land CMIP6 BCV approved,rootd_ti-u-hxy-lnd,root_depth,"""comment"" was ""report the maximum soil depth reachable by plant roots (if defined in model), i.e., the maximum soil depth from which they can extract moisture; report as *missing* where the land fraction is 0."";",area: areacella,area: mean where land,"report the maximum soil depth reachable by plant roots (if defined in model), i.e., the maximum soil depth from which they can extract moisture; report as ""missing"" where the land fraction is 0.",longitude latitude,fx,Maximum Root Depth,land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean CMIP7:area: mean where land,",GLB,m,CMIP6 CMOR variable,"calc_rootd(m01s00i009, m01s00i216, ice_class='ice')","calc_rootd(m01s00i009, m01s00i216, ice_class='ice')","calc_rootd(m01s00i009, m01s00i216, ice_class='iceElev')","calc_rootd(m01s00i009, m01s00i216, ice_class='iceElev')",,m
Variable land.orog.ti-u-hxy-u.fx.glb (fx.orog),1852,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1852,fx land CMIP6 UKESM1 HadGEM3-GC31 BCV approved,orog_ti-u-hxy-u,surface_altitude,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level."";",area: areacella,area: mean,"height above the geoid; as defined here, ""the geoid"" is a surface of constant geopotential that, if the ocean were at rest, would coincide with mean sea level. Under this definition, the geoid changes as the mean volume of the ocean changes (e.g., due to glacial melt, or global warming of the ocean). Reported here is the height above the present-day geoid (0.0 over ocean).",longitude latitude,fx,Surface Altitude,land,,,glb,m,CMIP6 CMOR variable,m01s00i033,m01s00i033,m01s00i033,m01s00i033,,m
Variable land.mrsofc.ti-u-hxy-lnd.fx.glb (fx.mrsofc),1851,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1851,fx land CMIP6 UKESM1 HadGEM3-GC31 BCV,mrsofc_ti-u-hxy-lnd,soil_moisture_content_at_field_capacity,"""comment"" was ""The bulk water content retained by the soil at -33 J/kg of suction pressure, expressed as mass per unit land area; report as missing where there is no land"";",area: areacella,area: mean where land,"reported ""where land"": divide the total water holding capacity of all the soil in the grid cell by the land area in the grid cell; reported as ""missing"" where the land fraction is 0.",longitude latitude,fx,Capacity of Soil to Store Water (Field Capacity),land,,This variable should exclude lake water and must refer to soil water only.; CHANGE: processing clarified.,glb,kg m-2,CMIP6 CMOR variable,mask_zeros(m01s00i041 * FRESHWATER_DENSITY * 3.0),mask_zeros(m01s00i041 * FRESHWATER_DENSITY * 3.0),mask_zeros(m01s00i041 * FRESHWATER_DENSITY * 3.0),mask_zeros(m01s00i041 * FRESHWATER_DENSITY * 3.0),,kg m-2
Variable atmos.lon.ti-u-hs-u.fx.glb (fx.lon),1850,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1850,fx atmos CMIP6 do-not-produce,lon_ti-u-hs-u,longitude,,,area: point,"Longitude is positive eastward; its units of degree_east (or equivalent) indicate this explicitly. In a latitude-longitude system defined with respect to a rotated North Pole, the standard name of grid_longitude should be used instead of longitude. Grid longitude is positive in the grid-eastward direction, but its units should be plain degree.",site,fx,Longitude,atmos,,"Note that the CF convention and CMOR2 require that this field will be included in each file that contains a variable that is a function of the ""site"" dimension, so there is no need to save this field by itself. It is included here simply to indicate that longitudes should be stored for the site grid in each file written.; CHANGE SINCE CMIP6: compound name,",glb,degrees_east,CMIP6 CMOR variable,,,,,,
Variable landIce.lithk.ti-u-hxy-u.fx.glb (fx.lithk),1849,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1849,fx landIce do-not-produce,lithk_ti-u-hxy-u,land_ice_thickness,Not present,area: areacella,area: mean,"This variable identifies the thickness of a prescribed ice sheet. This information is relevant to better understand how different models treat ice. For models where an ice sheet is just orography + an ice sheet mask, the value should be set to zero. For models that explicitly resolve an ice sheet thickness, the thickness of the ice sheet should be provided.",longitude latitude,fx,Ice sheet thickness,landIce land,,,glb,m,New,,,,,,
Variable atmos.lat.ti-u-hs-u.fx.glb (fx.lat),1848,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1848,fx atmos CMIP6 do-not-produce,lat_ti-u-hs-u,latitude,,,area: point,"Latitude is positive northward; its units of degree_north (or equivalent) indicate this explicitly. In a latitude-longitude system defined with respect to a rotated North Pole, the standard name of grid_latitude should be used instead of latitude. Grid latitude is positive in the grid-northward direction, but its units should be plain degree.",site,fx,Latitude,atmos,,"the fx.lon comment also applies to latitude.; CHANGE SINCE CMIP6: compound name,",glb,degrees_north,CMIP6 CMOR variable,,,,,,
Variable land.depthsl.ti-u-hxy-u.fx.glb (fx.depthsl),1847,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1847,fx land do-not-produce,depthsl_ti-u-hxy-u,depth,Not present,area: areacella,area: mean,Total (cumulative) thickness of all soil layers. This is the sum of individual thicknesses of all soil layers.,longitude latitude,fx,Total (Cumulative) Thickness of All Soil Layers,land,,,glb,m,New,,,,,,
Variable land.depthl.ti-u-hxy-u.fx.glb (fx.depthl),1846,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1846,fx land do-not-produce,depthl_ti-u-hxy-u,depth,Not present,area: areacella,area: mean,"Depth of lakes, if this quantity is present in the model. If computed via volume and area, then this is lake volume divided by lake area.",longitude latitude,fx,Depth of Lake Below the Surface,land,,,glb,m,New,,,,,,
Variable land.areacellr.ti-u-hxy-u.fx.glb (fx.areacellr),1845,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1845,fx land CMIP6,areacellr_ti-u-hxy-u,cell_area,"""comment"" was ""For river routing model, if grid differs from the atmospheric grid."";",,area: sum,"Cell areas for any grid used to report river model variables (may be the same as for atmospheric variables). These cell areas should be defined to enable exact calculation of area integrals (e.g., of vertical fluxes of energy at the surface and top of the atmosphere).",longitude latitude,fx,Grid-Cell Area for River Model Variables,land,,,glb,m2,CMIP6 CMOR variable,,,,,,
Variable atmos.areacella.ti-u-hxy-u.fx.glb (fx.areacella),1844,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1844,fx atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,areacella_ti-u-hxy-u,cell_area,"""comment"" was ""For atmospheres with more than 1 mesh (e.g., staggered grids), report areas that apply to surface vertical fluxes of energy.""; ; ""modeling_realm"" was ""atmos land"";",,area: sum,"Cell areas for any grid used to report atmospheric variables and any other variable using that grid (e.g., soil moisture content). These cell areas should be defined to enable exact calculation of global integrals (e.g., of vertical fluxes of energy at the surface and top of the atmosphere).",longitude latitude,fx,Grid-Cell Area for Atmospheric Grid Variables,atmos land,,"For atmospheres with more than 1 mesh (e.g., staggered grids), report areas that apply to surface vertical fluxes of energy.",glb,m2,CMIP6 CMOR variable,areacella(m01s00i505),areacella(m01s00i505),areacella(m01s00i505),areacella(m01s00i505),,m2
Variable atmos.zg.tavg-p19-hxy-air.day.glb (day.zg),1843,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1843,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,zg_tavg-p19-hxy-air,geopotential_height,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,area: time: mean where air,"Geopotential is the sum of the specific gravitational potential energy relative to the geoid and the specific centripetal potential energy. Geopotential height is the geopotential divided by the standard acceleration due to gravity. It is numerically similar to the altitude (or geometric height) and not to the quantity with standard name height, which is relative to the surface.",longitude latitude plev19 time,day,Geopotential Height,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",glb,m,CMIP6 CMOR variable,"m01s30i297[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i297[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i297[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i297[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]",,m
Variable atmos.wbgt.tmax-h2m-hxy-u.day.glb (day.wbgt2mmax),1842,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1842,day atmos,wbgt_tmax-h2m-hxy-u,wet_bulb_globe_temperature,Not present,area: areacella,area: mean time: maximum,"max 2m daily wet bulb globe temperature (WGBT): ; Wet Bulb Globe Temperature (WBGT) is a particularly effective indicator of heat stress for active populations such as outdoor workers and athletes.; The calculation should be done with: ; WBGT = 0.567 \* T_C + 0.393 \* e/100 + 3.94, where T_C is temperature in degrees C, and e = huss \* p \* M_air / M_H2O, where ""huss=specific humidity in kg/kg"", M_H2O = 18.01528/1000 # kg/mol, M_air = 28.964/1000 # kg/mol for dry air and ""P = surface pressure in Pa""",longitude latitude time height2m,day,maximum 2m daily wet bulb globe temperature,atmos,,"The calculation should be done with: ; WBGT = 0.567 \* T_C + 0.393 \* e/100 + 3.94, ; where T_C is temperature in degrees C, ; and e = huss \* p \* M_air / M_H2O, ; where ""huss=specific humidity in kg/kg"", ; M_H2O = 18.01528/1000 # kg/mol, ; M_air = 28.964/1000 # kg/mol for dry air,; and ""P = surface pressure in Pa""",glb,degC,New,,,,,,
Variable atmos.wbgt.tavg-h2m-hxy-u.day.glb (day.wbgt2m),1841,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1841,day atmos,wbgt_tavg-h2m-hxy-u,wet_bulb_globe_temperature,Not present,area: areacella,area: time: mean,"mean 2m daily wet bulb globe temperature (WBGT). ; Wet Bulb Globe Temperature (WBGT) is a particularly effective indicator of heat stress for active populations such as outdoor workers and athletes.; The calculation should be done with: ; WBGT = 0.567 \* T_C + 0.393 \* e/100 + 3.94, where T_C is temperature in degrees C, and e = huss \* p \* M_air / M_H2O, where ""huss=specific humidity in kg/kg"", M_H2O = 18.01528/1000 # kg/mol, M_air = 28.964/1000 # kg/mol for dry air and ""P = surface pressure in Pa""",longitude latitude time height2m,day,mean 2m daily wet bulb globe temperature,atmos,,"The calculation should be done with: ; WBGT = 0.567 \* T_C + 0.393 \* e/100 + 3.94, ; where T_C is temperature in degrees C, ; and e = huss \* p \* M_air / M_H2O, ; where ""huss=specific humidity in kg/kg"", ; M_H2O = 18.01528/1000 # kg/mol, ; M_air = 28.964/1000 # kg/mol for dry air,; and ""P = surface pressure in Pa""",glb,degC,New,,,,,,
Variable atmos.wap.tavg-p19-hxy-u.day.glb (day.wap),1840,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1840,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,wap_tavg-p19-hxy-u,lagrangian_tendency_of_air_pressure,"""dimensions"" was ""longitude latitude plev8 time""; ; ""comment"" was ""Omega (vertical velocity in pressure coordinates, positive downwards)"";",area: areacella,time: mean,"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",longitude latitude plev19 time,day,Omega (=dp/dt),atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",glb,Pa s-1,CMIP6 CMOR variable,"m01s30i298[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i298[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i298[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i298[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]",,Pa s-1
Variable atmos.vas.tavg-h10m-hxy-u.day.glb (day.vas),1839,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1839,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,vas_tavg-h10m-hxy-u,northward_wind,,area: areacella,area: time: mean,Northward component of the near surface wind,longitude latitude time height10m,day,Northward Near-Surface Wind,atmos,,normally report this at 10 meters above the surface,glb,m s-1,CMIP6 CMOR variable,m01s03i210[lbproc=128],m01s03i210[lbproc=128],m01s03i210[lbproc=128],m01s03i210[lbproc=128],,m s-1
Variable atmos.va.tavg-p19-hxy-air.day.glb (day.va),1838,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1838,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,va_tavg-p19-hxy-air,northward_wind,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,area: time: mean where air,Meridional wind (positive in a northward direction).,longitude latitude plev19 time,day,Northward Wind,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",glb,m s-1,CMIP6 CMOR variable,"m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]",,m s-1
