title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable ocean.ocontemptend.tavg-ol-hxy-sea.yr.GLB (Oyr.ocontemptend),1634,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1634,yr ocean CMIP6,ocontemptend_tavg-ol-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from all processes. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,W m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.ocontemprmadvect.tavg-ol-hxy-sea.yr.GLB (Oyr.ocontemprmadvect),1633,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1633,yr ocean CMIP6,ocontemprmadvect_tavg-ol-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_residual_mean_advection,"""comment"" was ""Conservative Temperature is defined as part of the Thermodynamic Equation of Seawater 2010 (TEOS-10) which was adopted in 2010 by the International Oceanographic Commission (IOC). The phrase 'residual mean advection' refers to the sum of the model's resolved advective transport plus any parameterized advective transport. Parameterized advective transport includes processes such as parameterized mesoscale and submesoscale transport, as well as any other advectively parameterized transport. When the parameterized advective transport is represented in the model as a skew-diffusion rather than an advection, then the parameterized skew diffusion should be included in this diagnostic, since the convergence of skew-fluxes are identical (in the continuous formulation) to the convergence of advective fluxes."";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from residual mean (sum of Eulerian mean + parameterized eddy-induced) advection. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,W m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.ocontemppsmadvect.tavg-ol-hxy-sea.yr.GLB (Oyr.ocontemppsmadvect),1632,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1632,yr ocean CMIP6,ocontemppsmadvect_tavg-ol-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,W m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.ocontemppmdiff.tavg-ol-hxy-sea.yr.GLB (Oyr.ocontemppmdiff),1631,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1631,yr ocean CMIP6,ocontemppmdiff_tavg-ol-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized mesoscale eddy diffusion. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,W m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.ocontemppadvect.tavg-ol-hxy-sea.yr.GLB (Oyr.ocontemppadvect),1630,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1630,yr ocean CMIP6,ocontemppadvect_tavg-ol-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection,"""comment"" was ""Tendency of heat content for a grid cell from parameterized eddy advection (any form of eddy advection). Reported only for models that use conservative temperature as prognostic field."";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized eddy advection (all forms of eddy advection). Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,W m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.ocontempmint.tavg-u-hxy-sea.yr.GLB (Oyr.ocontempmint),1629,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1629,yr ocean CMIP6,ocontempmint_tavg-u-hxy-sea,integral_wrt_depth_of_product_of_conservative_temperature_and_sea_water_density,"""comment"" was ""Full column sum of density*cell thickness*conservative temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.""; ; ""standard_name"" was ""integral_wrt_depth_of_product_of_sea_water_density_and_conservative_temperature"";",area: areacello,area: mean where sea time: mean,"Full column sum of density\*cell thickness\*conservative temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.",longitude latitude time,yr,Depth Integral of Product of Sea Water Density and Conservative Temperature,ocean,,,GLB,degC kg m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.ocontempdiff.tavg-ol-hxy-sea.yr.GLB (Oyr.ocontempdiff),1628,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1628,yr ocean CMIP6,ocontempdiff_tavg-ol-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing,"""standard_name"" was ""tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_dianeutral_mixing"";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized dianeutral mixing. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,W m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.dispkexyfo.tavg-u-hxy-sea.yr.GLB (Oyr.dispkexyfo),1627,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1627,yr ocean CMIP6 UKESM1 HadGEM3-GC31,dispkexyfo_tavg-u-hxy-sea,ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction,,area: areacello,area: mean where sea time: mean,"Depth integrated impacts on kinetic energy arising from lateral frictional dissipation associated with Laplacian and/or biharmonic viscosity. For CMIP5, this diagnostic was 3d, whereas the CMIP6 depth integrated diagnostic is sufficient for many purposes and reduces archive requirements.",longitude latitude time,yr,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,ocean,,,GLB,W m-2,CMIP6 CMOR variable,dispkexyfo,,dispkexyfo,,,W m-2
Variable ocean.difvso.tavg-ol-hxy-sea.yr.GLB (Oyr.difvso),1626,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1626,yr ocean CMIP6 UKESM1 HadGEM3-GC31,difvso_tavg-ol-hxy-sea,ocean_vertical_salt_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Vertical/dianeutral diffusivity applied to prognostic salinity field.,longitude latitude olevel time,yr,Ocean Vertical Salt Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m2 s-1,CMIP6 CMOR variable,difvso,,difvso,,,m2 s-1
Variable ocean.difvho.tavg-ol-hxy-sea.yr.GLB (Oyr.difvho),1625,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1625,yr ocean CMIP6 UKESM1 HadGEM3-GC31,difvho_tavg-ol-hxy-sea,ocean_vertical_heat_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Vertical/dianeutral diffusivity applied to prognostic temperature field.,longitude latitude olevel time,yr,Ocean Vertical Heat Diffusivity,ocean,,Report on native horizontal grid as well. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m2 s-1,CMIP6 CMOR variable,difvho,,difvho,,,m2 s-1
Variable ocean.diftrelo.tavg-ol-hxy-sea.yr.GLB (Oyr.diftrelo),1624,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1624,yr ocean CMIP6,diftrelo_tavg-ol-hxy-sea,ocean_tracer_epineutral_laplacian_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Ocean tracer diffusivity associated with parameterized eddy-induced diffusive transport oriented along neutral or isopycnal directions. Sometimes this diffusivity is called the neutral diffusivity or isopycnal diffusivity or Redi diffusivity.,longitude latitude olevel time,yr,Ocean Tracer Epineutral Laplacian Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.diftrblo.tavg-ol-hxy-sea.yr.GLB (Oyr.diftrblo),1623,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1623,yr ocean CMIP6,diftrblo_tavg-ol-hxy-sea,ocean_tracer_laplacian_diffusivity_due_to_parameterized_mesoscale_eddy_advection,"""comment"" was ""Ocean tracer diffusivity associated with parameterized eddy-induced advective transport. Sometimes this diffusivity is called the 'thickness' diffusivity. For CMIP5, this diagnostic was called 'ocean tracer bolus laplacian diffusivity'. The CMIP6 name is physically more relevant."";",area: areacello volume: volcello,area: mean where sea time: mean,"Ocean tracer diffusivity associated with parameterized eddy-induced advective transport. Sometimes this diffusivity is called the ""thickness"" diffusivity. For CMIP5, this diagnostic was called ""ocean tracer bolus laplacian diffusivity"". The CMIP6 name is physically more relevant.",longitude latitude olevel time,yr,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.difmxylo.tavg-ol-hxy-sea.yr.GLB (Oyr.difmxylo),1622,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1622,yr ocean CMIP6,difmxylo_tavg-ol-hxy-sea,ocean_momentum_xy_laplacian_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Lateral Laplacian viscosity applied to the momentum equations.,longitude latitude olevel time,yr,Ocean Momentum XY Laplacian Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.difmxybo.tavg-ol-hxy-sea.yr.GLB (Oyr.difmxybo),1621,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1621,yr ocean CMIP6,difmxybo_tavg-ol-hxy-sea,ocean_momentum_xy_biharmonic_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Lateral biharmonic viscosity applied to the momentum equations.,longitude latitude olevel time,yr,Ocean Momentum XY Biharmonic Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m4 s-1,CMIP6 CMOR variable,,,,,,
