title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable atmos.va.tavg-p19-hxy-air.day.glb (day.va),1838,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1838,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,va_tavg-p19-hxy-air,northward_wind,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,area: time: mean where air,Meridional wind (positive in a northward direction).,longitude latitude plev19 time,day,Northward Wind,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",glb,m s-1,CMIP6 CMOR variable,"m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i202[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]",,m s-1
Variable atmos.uas.tavg-h10m-hxy-u.day.glb (day.uas),1837,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1837,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,uas_tavg-h10m-hxy-u,eastward_wind,,area: areacella,area: time: mean,"Eastward component of the near-surface (usually, 10 meters) wind",longitude latitude time height10m,day,Eastward Near-Surface Wind,atmos,,normally report this at 10 meters above the surface,glb,m s-1,CMIP6 CMOR variable,m01s03i209[lbproc=128],m01s03i209[lbproc=128],m01s03i209[lbproc=128],m01s03i209[lbproc=128],,m s-1
Variable atmos.ua.tavg-p19-hxy-air.day.glb (day.ua),1836,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1836,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,ua_tavg-p19-hxy-air,eastward_wind,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,area: time: mean where air,Zonal wind (positive in a eastward direction).,longitude latitude plev19 time,day,Eastward Wind,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",glb,m s-1,CMIP6 CMOR variable,"m01s30i201[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i201[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i201[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]","m01s30i201[blev=PLEV19, lbproc=128] / m01s30i301[blev=PLEV19, lbproc=128]",,m s-1
Variable atmos.tas.tmin-h2m-hxy-u.day.glb (day.tasmin),1834,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1834,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tas_tmin-h2m-hxy-u,air_temperature,"""comment"" was ""minimum near-surface (usually, 2 meter) air temperature (add cell_method attribute 'time: min')"";",area: areacella,area: mean time: minimum,"minimum near-surface (usually, 2 meter) air temperature (add cell_method attribute ""time: min"")",longitude latitude time height2m,day,Daily Minimum Near-Surface Air Temperature,atmos,,normally report this at 2 meters above the surface,glb,K,CMIP6 CMOR variable,m01s03i236[lbproc=4096],m01s03i236[lbproc=4096],m01s03i236[lbproc=4096],m01s03i236[lbproc=4096],,K
Variable atmos.tas.tmax-h2m-hxy-u.day.glb (day.tasmax),1833,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1833,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tas_tmax-h2m-hxy-u,air_temperature,"""comment"" was ""maximum near-surface (usually, 2 meter) air temperature (add cell_method attribute 'time: max')"";",area: areacella,area: mean time: maximum,"maximum near-surface (usually, 2 meter) air temperature (add cell_method attribute ""time: max"")",longitude latitude time height2m,day,Daily Maximum Near-Surface Air Temperature,atmos,,normally report this at 2 meters above the surface,glb,K,CMIP6 CMOR variable,m01s03i236[lbproc=8192],m01s03i236[lbproc=8192],m01s03i236[lbproc=8192],m01s03i236[lbproc=8192],,K
Variable atmos.tas.tavg-h2m-hxy-u.day.glb (day.tas),1832,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1832,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tas_tavg-h2m-hxy-u,air_temperature,,area: areacella,area: time: mean,"near-surface (usually, 2 meter) air temperature",longitude latitude time height2m,day,Near-Surface Air Temperature,atmos,,normally report this at 2 meters above the surface,glb,K,CMIP6 CMOR variable,m01s03i236[lbproc=128],m01s03i236[lbproc=128],m01s03i236[lbproc=128],m01s03i236[lbproc=128],,K
Variable atmos.ta.tavg-p19-hxy-air.day.glb (day.ta),1831,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1831,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,ta_tavg-p19-hxy-air,air_temperature,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,area: time: mean where air,Air Temperature,longitude latitude plev19 time,day,Air Temperature,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",glb,K,CMIP6 CMOR variable,"m01s30i294[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i294[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i294[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i294[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]",,K
Variable atmos.sfcWind.tavg-h10m-hxy-u.day.glb (day.sfcWind),1827,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1827,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,sfcWind_tavg-h10m-hxy-u,wind_speed,,area: areacella,area: time: mean,"near-surface (usually, 10 meters) wind speed.",longitude latitude time height10m,day,Near-Surface Wind Speed,atmos,,normally report this at 10 meters above the surface,glb,m s-1,CMIP6 CMOR variable,m01s03i230[lbproc=128],m01s03i230[lbproc=128],m01s03i230[lbproc=128],m01s03i230[lbproc=128],,m s-1
Variable atmos.rsds.tavg-u-hxy-u.day.glb (day.rsds),1822,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1822,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,rsds_tavg-u-hxy-u,surface_downwelling_shortwave_flux_in_air,,area: areacella,area: time: mean,Surface solar irradiance for UV calculations.,longitude latitude time,day,Surface Downwelling Shortwave Radiation,atmos,down,,glb,W m-2,CMIP6 CMOR variable,m01s01i235[lbproc=128],m01s01i235[lbproc=128],m01s01i235[lbproc=128],m01s01i235[lbproc=128],,W m-2
Variable atmos.psl.tavg-u-hxy-u.day.glb (day.psl),1816,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1816,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,psl_tavg-u-hxy-u,air_pressure_at_mean_sea_level,,area: areacella,area: time: mean,Sea Level Pressure,longitude latitude time,day,Sea Level Pressure,atmos,,,glb,Pa,CMIP6 CMOR variable,m01s16i222[lbproc=128],m01s16i222[lbproc=128],m01s16i222[lbproc=128],m01s16i222[lbproc=128],,Pa
Variable atmos.pr.tavg-u-hxy-u.day.glb (day.pr),1813,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1813,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,pr_tavg-u-hxy-u,precipitation_flux,"""comment"" was ""includes both liquid and solid phases"";",area: areacella,area: time: mean,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),longitude latitude time,day,Precipitation,atmos,,,glb,kg m-2 s-1,CMIP6 CMOR variable,m01s05i216[lbproc=128],m01s05i216[lbproc=128],m01s05i216[lbproc=128],m01s05i216[lbproc=128],,kg m-2 s-1
Variable atmos.huss.tavg-h2m-hxy-u.day.glb (day.huss),1803,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1803,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,huss_tavg-h2m-hxy-u,specific_humidity,,area: areacella,area: time: mean,"Near-surface (usually, 2 meter) specific humidity.",longitude latitude time height2m,day,Near-Surface Specific Humidity,atmos,,normally report this at 2 meters above the surface,glb,1,CMIP6 CMOR variable,m01s03i237[lbproc=128],m01s03i237[lbproc=128],m01s03i237[lbproc=128],m01s03i237[lbproc=128],,1
Variable atmos.hus.tavg-p19-hxy-u.day.glb (day.hus),1802,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1802,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,hus_tavg-p19-hxy-u,specific_humidity,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,time: mean,Specific humidity is the mass fraction of water vapor in (moist) air.,longitude latitude plev19 time,day,Specific Humidity,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",glb,1,CMIP6 CMOR variable,"m01s30i295[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i295[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i295[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i295[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]",,1
Variable atmos.hurs.tavg-h2m-hxy-u.day.glb (day.hurs),1799,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1799,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,hurs_tavg-h2m-hxy-u,relative_humidity,"""comment"" was ""The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C."";",area: areacella,area: time: mean,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",longitude latitude time height2m,day,Near-Surface Relative Humidity,atmos,,normally report this at 2 meters above the surface,glb,%,CMIP6 CMOR variable,m01s03i245[lbproc=128],m01s03i245[lbproc=128],m01s03i245[lbproc=128],m01s03i245[lbproc=128],,%
Variable atmos.hur.tavg-p19-hxy-u.day.glb (day.hur),1798,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1798,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,hur_tavg-p19-hxy-u,relative_humidity,"""dimensions"" was ""longitude latitude plev8 time""; ; ""comment"" was ""The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C."";",area: areacella,time: mean,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",longitude latitude plev19 time,day,Relative Humidity,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",glb,%,CMIP6 CMOR variable,"m01s30i296[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i296[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i296[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]","m01s30i296[blev=PLEV19, lbproc=128] / m01s30i304[blev=PLEV19, lbproc=128]",,%
Variable atmos.clt.tavg-u-hxy-u.day.glb (day.clt),1795,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1795,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV approved,clt_tavg-u-hxy-u,cloud_area_fraction,"""comment"" was ""Total cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud."";",area: areacella,area: time: mean,"for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.",longitude latitude time,day,Total Cloud Cover Percentage,atmos,,,glb,%,CMIP6 CMOR variable,m01s02i204[lbproc=128],m01s02i204[lbproc=128],m01s02i204[lbproc=128],m01s02i204[lbproc=128],,1
Variable seaIce.siv.tavg-u-hxy-si.mon.glb (SImon.siv),1791,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1791,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,siv_tavg-u-hxy-si,sea_ice_y_velocity,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL""; ; ""comment"" was ""The y-velocity of ice on native model grid"";",--MODEL,area: time: mean where sea_ice (mask=siconc),Y-component of sea-ice velocity on native model grid.,longitude latitude time,mon,Y-Component of Sea-Ice Velocity,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",glb,m s-1,CMIP6 CMOR variable,siv,apply_SI3_V_coordinates(siv),siv,siv,,m s-1
Variable seaIce.siu.tavg-u-hxy-si.mon.glb (SImon.siu),1790,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1790,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,siu_tavg-u-hxy-si,sea_ice_x_velocity,"""comment"" was ""The x-velocity of ice on native model grid""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL"";",--MODEL,area: time: mean where sea_ice (mask=siconc),X-component of sea-ice velocity on native model grid.,longitude latitude time,mon,X-Component of Sea-Ice Velocity,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",glb,m s-1,CMIP6 CMOR variable,siu,apply_SI3_U_coordinates(siu),siu,siu,,m s-1
Variable seaIce.sitimefrac.tavg-u-hxy-sea.mon.glb (SImon.sitimefrac),1789,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1789,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,sitimefrac_tavg-u-hxy-sea,fraction_of_time_with_sea_ice_area_fraction_above_threshold,"""comment"" was ""Fraction of time steps of the averaging period during which sea ice is present (siconc >0 ) in a grid cell"";",area: areacello,area: mean where sea time: mean,Fraction of time steps of the averaging period during which sea ice is present (siconc > 0) in a grid cell.,longitude latitude time,mon,Fraction of Time Steps with Sea Ice,seaIce,,,glb,1,CMIP6 CMOR variable,ice_present,sitimefrac,ice_present,ice_present,,1
Variable seaIce.sithick.tavg-u-hxy-si.mon.glb (SImon.sithick),1788,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1788,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,sithick_tavg-u-hxy-si,sea_ice_thickness,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Actual (floe) thickness of sea ice (NOT volume divided by grid area as was done in CMIP5)""; ; ""long_name"" was ""Sea Ice Thickness""; ; ""modeling_realm"" was ""seaIce ocean"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Actual (floe) thickness of sea ice averaged over the ice-covered part of a given grid cell, NOT volume divided by grid area.",longitude latitude time,mon,Sea-Ice Thickness,seaIce ocean,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",glb,m,CMIP6 CMOR variable,sithick,sithick,sithick,sithick,,m
